,,,,GENERAL,,PRE-ANALYSIS,,,,EMULATION_TRACING,GENERAL_FUZZING,,,,,,,,,,AFLNET_FUZZING,,,STAFF_FUZZING,,,,EXTRA_FUZZING,
succeeded,exp_304,aflnet_state_aware_9,1,aflnet_state_aware,netgear/JNR3210_Firmware_Version_1.1.0.14.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_305,aflnet_state_aware_10,1,aflnet_state_aware,tplink/Archer_C2_US__v1_160128.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_306,aflnet_state_aware_11,1,aflnet_state_aware,tplink/TL-WPA8630_US__V2_171011.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_307,aflnet_state_aware_12,1,aflnet_state_aware,trendnet/FW_TV-IP121WN_1.2.2.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_308,aflnet_state_aware_13,1,aflnet_state_aware,trendnet/FW_TV-IP651WI_V1_1.07.01.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_309,aflnet_state_aware_14,1,aflnet_state_aware,trendnet/TEW-652BRU_1.00b12.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_310,staff_state_aware_0,1,staff_state_aware,asus/FW_RT_N10U_B1_30043763754.zip,5,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_311,staff_state_aware_1,1,staff_state_aware,asus/FW_RT_N53_30043763754.zip,5,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_312,staff_state_aware_2,1,staff_state_aware,dlink/dap2310_v1.00_o772.bin,5,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_313,staff_state_aware_3,1,staff_state_aware,dlink/dir300_v1.03_7c.bin,5,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_314,staff_state_aware_4,1,staff_state_aware,dlink/DIR815A1_FW104b03.bin,5,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_315,staff_state_aware_5,1,staff_state_aware,linksys/FW_RE1000_1.0.02.001_US_20120214_SHIPPING.bin,5,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_316,staff_state_aware_6,1,staff_state_aware,linksys/FW_WRT320N_1.0.05.002_20110331.bin,5,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_317,staff_state_aware_7,1,staff_state_aware,netgear/DGN3500-V1.1.00.30_NA.zip,5,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_318,staff_state_aware_8,1,staff_state_aware,netgear/DGND3300_Firmware_Version_1.1.00.22__North_America_.zip,5,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_319,staff_state_aware_9,1,staff_state_aware,netgear/JNR3210_Firmware_Version_1.1.0.14.zip,5,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_320,staff_state_aware_10,1,staff_state_aware,tplink/Archer_C2_US__v1_160128.zip,5,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_323,staff_state_aware_0,1,staff_state_aware,tplink/TL-WPA8630_US__V2_171011.zip,5,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_322,staff_state_aware_12,1,staff_state_aware,trendnet/FW_TV-IP121WN_1.2.2.zip,5,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_336,staff_state_aware_1,1,staff_state_aware,trendnet/FW_TV-IP651WI_V1_1.07.01.zip,5,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_324,staff_state_aware_14,1,staff_state_aware,trendnet/TEW-652BRU_1.00b12.zip,5,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_325,triforce_0,1,triforce,asus/FW_RT_N10U_B1_30043763754.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_326,triforce_1,1,triforce,asus/FW_RT_N53_30043763754.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_327,triforce_2,1,triforce,dlink/dap2310_v1.00_o772.bin,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_328,triforce_3,1,triforce,dlink/dir300_v1.03_7c.bin,0,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_329,triforce_4,1,triforce,dlink/DIR815A1_FW104b03.bin,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_330,triforce_5,1,triforce,linksys/FW_RE1000_1.0.02.001_US_20120214_SHIPPING.bin,0,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_331,triforce_6,1,triforce,linksys/FW_WRT320N_1.0.05.002_20110331.bin,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_332,triforce_7,1,triforce,netgear/DGN3500-V1.1.00.30_NA.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_333,triforce_8,1,triforce,netgear/DGND3300_Firmware_Version_1.1.00.22__North_America_.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_334,triforce_9,1,triforce,netgear/JNR3210_Firmware_Version_1.1.0.14.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_335,triforce_10,1,triforce,tplink/Archer_C2_US__v1_160128.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_338,triforce_0,1,triforce,tplink/TL-WPA8630_US__V2_171011.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_337,triforce_12,1,triforce,trendnet/FW_TV-IP121WN_1.2.2.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_351,triforce_1,1,triforce,trendnet/FW_TV-IP651WI_V1_1.07.01.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_339,triforce_11,1,triforce,trendnet/TEW-652BRU_1.00b12.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_340,aflnet_state_aware_15,1,aflnet_state_aware,asus/FW_RT_N10U_B1_30043763754.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_341,aflnet_state_aware_16,1,aflnet_state_aware,asus/FW_RT_N53_30043763754.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_342,aflnet_state_aware_17,1,aflnet_state_aware,dlink/dap2310_v1.00_o772.bin,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_343,aflnet_state_aware_18,1,aflnet_state_aware,dlink/dir300_v1.03_7c.bin,0,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_344,aflnet_state_aware_19,1,aflnet_state_aware,dlink/DIR815A1_FW104b03.bin,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_345,aflnet_state_aware_20,1,aflnet_state_aware,linksys/FW_RE1000_1.0.02.001_US_20120214_SHIPPING.bin,0,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_346,aflnet_state_aware_21,1,aflnet_state_aware,linksys/FW_WRT320N_1.0.05.002_20110331.bin,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_347,aflnet_state_aware_22,1,aflnet_state_aware,netgear/DGN3500-V1.1.00.30_NA.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_348,aflnet_state_aware_23,1,aflnet_state_aware,netgear/DGND3300_Firmware_Version_1.1.00.22__North_America_.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_349,aflnet_state_aware_24,1,aflnet_state_aware,netgear/JNR3210_Firmware_Version_1.1.0.14.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_350,aflnet_state_aware_25,1,aflnet_state_aware,tplink/Archer_C2_US__v1_160128.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_353,aflnet_state_aware_0,1,aflnet_state_aware,tplink/TL-WPA8630_US__V2_171011.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_352,aflnet_state_aware_2,1,aflnet_state_aware,trendnet/FW_TV-IP121WN_1.2.2.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_366,aflnet_state_aware_1,1,aflnet_state_aware,trendnet/FW_TV-IP651WI_V1_1.07.01.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_354,aflnet_state_aware_4,1,aflnet_state_aware,trendnet/TEW-652BRU_1.00b12.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_355,staff_state_aware_0,1,staff_state_aware,asus/FW_RT_N10U_B1_30043763754.zip,6,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_356,staff_state_aware_1,1,staff_state_aware,asus/FW_RT_N53_30043763754.zip,6,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_357,staff_state_aware_2,1,staff_state_aware,dlink/dap2310_v1.00_o772.bin,6,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_358,staff_state_aware_3,1,staff_state_aware,dlink/dir300_v1.03_7c.bin,6,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_359,staff_state_aware_2,1,staff_state_aware,dlink/DIR815A1_FW104b03.bin,6,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_360,staff_state_aware_5,1,staff_state_aware,linksys/FW_RE1000_1.0.02.001_US_20120214_SHIPPING.bin,6,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_361,staff_state_aware_6,1,staff_state_aware,linksys/FW_WRT320N_1.0.05.002_20110331.bin,6,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_362,staff_state_aware_7,1,staff_state_aware,netgear/DGN3500-V1.1.00.30_NA.zip,6,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_363,staff_state_aware_8,1,staff_state_aware,netgear/DGND3300_Firmware_Version_1.1.00.22__North_America_.zip,6,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_364,staff_state_aware_9,1,staff_state_aware,netgear/JNR3210_Firmware_Version_1.1.0.14.zip,6,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_365,staff_state_aware_10,1,staff_state_aware,tplink/Archer_C2_US__v1_160128.zip,6,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_368,staff_state_aware_2,1,staff_state_aware,tplink/TL-WPA8630_US__V2_171011.zip,6,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_367,staff_state_aware_12,1,staff_state_aware,trendnet/FW_TV-IP121WN_1.2.2.zip,6,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_374,staff_state_aware_3,1,staff_state_aware,trendnet/FW_TV-IP651WI_V1_1.07.01.zip,6,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_369,staff_state_aware_16,1,staff_state_aware,trendnet/TEW-652BRU_1.00b12.zip,6,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_370,triforce_10,1,triforce,asus/FW_RT_N10U_B1_30043763754.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_371,triforce_3,1,triforce,asus/FW_RT_N53_30043763754.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_372,triforce_1,1,triforce,dlink/dap2310_v1.00_o772.bin,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_373,triforce_2,1,triforce,dlink/dir300_v1.03_7c.bin,0,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_381,triforce_2,1,triforce,dlink/DIR815A1_FW104b03.bin,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_375,triforce_8,1,triforce,linksys/FW_RE1000_1.0.02.001_US_20120214_SHIPPING.bin,0,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_376,triforce_0,1,triforce,linksys/FW_WRT320N_1.0.05.002_20110331.bin,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_377,triforce_4,1,triforce,netgear/DGN3500-V1.1.00.30_NA.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_378,triforce_7,1,triforce,netgear/DGND3300_Firmware_Version_1.1.00.22__North_America_.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_379,triforce_9,1,triforce,netgear/JNR3210_Firmware_Version_1.1.0.14.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_380,triforce_11,1,triforce,tplink/Archer_C2_US__v1_160128.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_383,triforce_3,1,triforce,tplink/TL-WPA8630_US__V2_171011.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_382,triforce_12,1,triforce,trendnet/FW_TV-IP121WN_1.2.2.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_396,triforce_4,1,triforce,trendnet/FW_TV-IP651WI_V1_1.07.01.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_384,triforce_13,1,triforce,trendnet/TEW-652BRU_1.00b12.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_385,aflnet_state_aware_0,1,aflnet_state_aware,asus/FW_RT_N10U_B1_30043763754.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_386,aflnet_state_aware_1,1,aflnet_state_aware,asus/FW_RT_N53_30043763754.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_387,aflnet_state_aware_5,1,aflnet_state_aware,dlink/dap2310_v1.00_o772.bin,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_388,aflnet_state_aware_6,1,aflnet_state_aware,dlink/dir300_v1.03_7c.bin,0,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_389,aflnet_state_aware_7,1,aflnet_state_aware,dlink/DIR815A1_FW104b03.bin,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_390,aflnet_state_aware_8,1,aflnet_state_aware,linksys/FW_RE1000_1.0.02.001_US_20120214_SHIPPING.bin,0,10,3,1.0,0,24,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_391,aflnet_state_aware_9,1,aflnet_state_aware,linksys/FW_WRT320N_1.0.05.002_20110331.bin,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_392,aflnet_state_aware_2,1,aflnet_state_aware,netgear/DGN3500-V1.1.00.30_NA.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_393,aflnet_state_aware_11,1,aflnet_state_aware,netgear/DGND3300_Firmware_Version_1.1.00.22__North_America_.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_394,aflnet_state_aware_12,1,aflnet_state_aware,netgear/JNR3210_Firmware_Version_1.1.0.14.zip,0,10,3,1.0,0,25,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_395,aflnet_state_aware_13,1,aflnet_state_aware,tplink/Archer_C2_US__v1_160128.zip,0,10,3,1.0,0,23,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
succeeded,exp_398,aflnet_state_aware_2,1,aflnet_state_aware,tplink/TL-WPA8630_US__V2_171011.zip,0,10,3,1.0,0,22,86400,150,1,0,1,1,1,0,0,\x1A\x1A\x1A\x1A,http,1,0,1,number_of_app_tb_pcs,1,block,3
